"Question","Characteristics","response","count","State"
"Difficulty hearing","A lot of difficulty","Often not enough to eat",9740,"AL"
"Difficulty hearing","Cannot do at all","Often not enough to eat",NA,"AL"
"Difficulty hearing","Did not report","Often not enough to eat",33604,"AL"
"Difficulty hearing","No difficulty","Often not enough to eat",238051,"AL"
"Difficulty hearing","Some difficulty","Often not enough to eat",48700,"AL"
"Difficulty remembering or concentrating","A lot of difficulty","Often not enough to eat",36401,"AL"
"Difficulty remembering or concentrating","Cannot do at all","Often not enough to eat",NA,"AL"
"Difficulty remembering or concentrating","Did not report","Often not enough to eat",33604,"AL"
"Difficulty remembering or concentrating","No difficulty","Often not enough to eat",129850,"AL"
"Difficulty remembering or concentrating","Some difficulty","Often not enough to eat",130240,"AL"
"Difficulty seeing","A lot of difficulty","Often not enough to eat",93043,"AL"
"Difficulty seeing","Cannot do at all","Often not enough to eat",NA,"AL"
"Difficulty seeing","Did not report","Often not enough to eat",33604,"AL"
"Difficulty seeing","No difficulty","Often not enough to eat",77893,"AL"
"Difficulty seeing","Some difficulty","Often not enough to eat",125555,"AL"
"Difficulty walking or climbing stairs","A lot of difficulty","Often not enough to eat",32516,"AL"
"Difficulty walking or climbing stairs","Cannot do at all","Often not enough to eat",768,"AL"
"Difficulty walking or climbing stairs","Did not report","Often not enough to eat",33604,"AL"
"Difficulty walking or climbing stairs","No difficulty","Often not enough to eat",149659,"AL"
"Difficulty walking or climbing stairs","Some difficulty","Often not enough to eat",113548,"AL"
"Education","Bachelor’s degree or higher","Often not enough to eat",36237,"AL"
"Education","High school or GED","Often not enough to eat",184234,"AL"
"Education","Less than high school","Often not enough to eat",36413,"AL"
"Education","Some college/associate’s degree","Often not enough to eat",73211,"AL"
"Experienced loss of employment income in last 4 weeks","Did not report","Often not enough to eat",NA,"AL"
"Experienced loss of employment income in last 4 weeks","No","Often not enough to eat",280180,"AL"
"Experienced loss of employment income in last 4 weeks","Yes","Often not enough to eat",49915,"AL"
"Free groceries in last 7 days","Did not report","Often not enough to eat",10124,"AL"
"Free groceries in last 7 days","No","Often not enough to eat",310938,"AL"
"Free groceries in last 7 days","Yes","Often not enough to eat",9033,"AL"
"Frequency of feeling down, depressed, or hopeless","Did not report","Often not enough to eat",27697,"AL"
"Frequency of feeling down, depressed, or hopeless","More than half the days","Often not enough to eat",28176,"AL"
"Frequency of feeling down, depressed, or hopeless","Nearly every day","Often not enough to eat",77157,"AL"
"Frequency of feeling down, depressed, or hopeless","Not at all","Often not enough to eat",26776,"AL"
"Frequency of feeling down, depressed, or hopeless","Several days","Often not enough to eat",170289,"AL"
"Frequency of feeling nervous, anxious, on edge","Did not report","Often not enough to eat",10124,"AL"
"Frequency of feeling nervous, anxious, on edge","More than half the days","Often not enough to eat",52896,"AL"
"Frequency of feeling nervous, anxious, on edge","Nearly every day","Often not enough to eat",104935,"AL"
"Frequency of feeling nervous, anxious, on edge","Not at all","Often not enough to eat",50714,"AL"
"Frequency of feeling nervous, anxious, on edge","Several days","Often not enough to eat",111426,"AL"
"Frequency of having little interest or pleasure in doing things","Did not report","Often not enough to eat",28465,"AL"
"Frequency of having little interest or pleasure in doing things","More than half the days","Often not enough to eat",30473,"AL"
"Frequency of having little interest or pleasure in doing things","Nearly every day","Often not enough to eat",78855,"AL"
"Frequency of having little interest or pleasure in doing things","Not at all","Often not enough to eat",37798,"AL"
"Frequency of having little interest or pleasure in doing things","Several days","Often not enough to eat",154505,"AL"
"Frequency of not being able to stop or control worrying","Did not report","Often not enough to eat",27697,"AL"
"Frequency of not being able to stop or control worrying","More than half the days","Often not enough to eat",12140,"AL"
"Frequency of not being able to stop or control worrying","Nearly every day","Often not enough to eat",80964,"AL"
"Frequency of not being able to stop or control worrying","Not at all","Often not enough to eat",94580,"AL"
"Frequency of not being able to stop or control worrying","Several days","Often not enough to eat",114714,"AL"
"Gender","Cisgender female","Often not enough to eat",215340,"AL"
"Gender","Cisgender male","Often not enough to eat",114754,"AL"
"Gender","Did not report","Often not enough to eat",NA,"AL"
"Gender","None of these","Often not enough to eat",NA,"AL"
"Gender","Transgender","Often not enough to eat",NA,"AL"
"Hispanic origin and Race","Asian alone, not Hispanic","Often not enough to eat",NA,"AL"
"Hispanic origin and Race","Black alone, not Hispanic","Often not enough to eat",93773,"AL"
"Hispanic origin and Race","Hispanic or Latino (may be of any race)","Often not enough to eat",49327,"AL"
"Hispanic origin and Race","Two or more races + Other races, not Hispanic","Often not enough to eat",NA,"AL"
"Hispanic origin and Race","White alone, not Hispanic","Often not enough to eat",186994,"AL"
"Household income","$100,000 - $149,999","Often not enough to eat",13429,"AL"
"Household income","$150,000 - $199,999","Often not enough to eat",5654,"AL"
"Household income","$200,000 and above","Often not enough to eat",NA,"AL"
"Household income","$25,000 - $34,999","Often not enough to eat",40361,"AL"
"Household income","$35,000 - $49,999","Often not enough to eat",52801,"AL"
"Household income","$50,000 - $74,999","Often not enough to eat",11372,"AL"
"Household income","$75,000 - $99,999","Often not enough to eat",16217,"AL"
"Household income","Did not report","Often not enough to eat",63179,"AL"
"Household income","Less than $25,000","Often not enough to eat",127082,"AL"
"Household size","1 person in the household","Often not enough to eat",14675,"AL"
"Household size","2 people in the household","Often not enough to eat",46084,"AL"
"Household size","3 people in the household","Often not enough to eat",93739,"AL"
"Household size","4 people in the household","Often not enough to eat",75464,"AL"
"Household size","5 people in the household","Often not enough to eat",44573,"AL"
"Household size","6 people in the household","Often not enough to eat",18920,"AL"
"Household size","7 or more people in the household","Often not enough to eat",36640,"AL"
"Lesbian, Gay, Bisexual and Transgender","Did not report","Often not enough to eat",19556,"AL"
"Lesbian, Gay, Bisexual and Transgender","No","Often not enough to eat",251954,"AL"
"Lesbian, Gay, Bisexual and Transgender","Other","Often not enough to eat",20248,"AL"
"Lesbian, Gay, Bisexual and Transgender","Yes","Often not enough to eat",38336,"AL"
"Marital status","Did not report","Often not enough to eat",NA,"AL"
"Marital status","Divorced/separated","Often not enough to eat",66446,"AL"
"Marital status","Married","Often not enough to eat",135919,"AL"
"Marital status","Never married","Often not enough to eat",99116,"AL"
"Marital status","Widowed","Often not enough to eat",28613,"AL"
"Presence of children under 18 years old","Children in household","Often not enough to eat",152890,"AL"
"Presence of children under 18 years old","No children","Often not enough to eat",177205,"AL"
"Reason for not working","Did not report reason","Often not enough to eat",126162,"AL"
"Reason for not working","I am retired","Often not enough to eat",67715,"AL"
"Reason for not working","I did not have transportation to work","Often not enough to eat",NA,"AL"
"Reason for not working","I did not want to be employed at this time","Often not enough to eat",NA,"AL"
"Reason for not working","I was caring for an elderly person","Often not enough to eat",5026,"AL"
"Reason for not working","I was caring for children not in school or daycare","Often not enough to eat",17573,"AL"
"Reason for not working","I was caring for someone or sick myself with coronavirus symptoms","Often not enough to eat",5445,"AL"
"Reason for not working","I was concerned about getting or spreading the coronavirus","Often not enough to eat",NA,"AL"
"Reason for not working","I was laid off or furloughed due to coronavirus pandemic","Often not enough to eat",NA,"AL"
"Reason for not working","I was sick (not coronavirus related) or disabled","Often not enough to eat",31029,"AL"
"Reason for not working","My employer closed temporarily due to the coronavirus pandemic","Often not enough to eat",NA,"AL"
"Reason for not working","My employer went out of business due to the coronavirus pandemic","Often not enough to eat",NA,"AL"
"Reason for not working","Other reason","Often not enough to eat",77144,"AL"
"Received SNAP","Did not report","Often not enough to eat",10124,"AL"
"Received SNAP","No","Often not enough to eat",202680,"AL"
"Received SNAP","Yes","Often not enough to eat",117291,"AL"
"Respondent employed in the last 7 days","Did not report","Often not enough to eat",NA,"AL"
"Respondent employed in the last 7 days","No","Often not enough to eat",205705,"AL"
"Respondent employed in the last 7 days","Yes","Often not enough to eat",124390,"AL"
"Sex at birth","Female","Often not enough to eat",215340,"AL"
"Sex at birth","Male","Often not enough to eat",114754,"AL"
"Sexual orientation","Bisexual","Often not enough to eat",38336,"AL"
"Sexual orientation","Did not report","Often not enough to eat",19556,"AL"
